Name,Value.availability,Value.cost,Value.dealership,Value.function,Value.location,Value.other,Value.participantid,Value.range,Value.reviewid,Value.sentiment,Value.servicetimes,Value.time,Value.userinteraction
190579n3,,,,true,,,3,,190579,Positive,, 9/12/2019 @ 1:10:28,
190584n3,,,,true,,,3,,190584,Negative,, 5/12/2019 @ 11:9:21,
190635n3,,,true,true,,,3,,190635,Positive,, 9/12/2019 @ 19:59:59,
190732n3,true,,,,,,3,,190732,Negative,true, 9/12/2019 @ 19:59:6,
190739n3,,,,true,,,3,,190739,Negative,, 6/12/2019 @ 15:18:59,
190749n3,,,,true,,,3,,190749,Negative,, 9/12/2019 @ 18:11:20,
190750n3,,,,true,true,,3,,190750,Positive,, 8/12/2019 @ 0:14:25,
190767n3,,true,true,,,,3,,190767,Positive,, 1/12/2019 @ 12:43:5,
190791n3,true,true,,,true,,3,,190791,Negative,, 1/12/2019 @ 13:3:58,
190875n3,,,,true,,,3,,190875,Positive,, 5/12/2019 @ 11:24:20,
190886n3,,true,,,,,3,,190886,Positive,, 3/12/2019 @ 10:55:55,
190889n3,true,,,,,,3,,190889,Negative,, 8/12/2019 @ 0:33:49,
191097n2,,,,true,,,2,,191097,Positive,, 27/11/2019 @ 14:27:53,
191119n1,,,,true,,,1,,191119,Negative,, 29/11/2019 @ 17:0:27,
191119n2,,,,true,,,2,,191119,Negative,, 27/11/2019 @ 13:51:42,
191119n3,true,,,true,,,3,,191119,Negative,, 30/11/2019 @ 20:1:30,
191119n4,,,,true,true,,4,true,191119,Negative,, 1/12/2019 @ 14:8:57,
191119n5,true,,,true,true,,5,true,191119,Negative,, 1/12/2019 @ 18:23:42,true
191162n2,,,,true,,,2,,191162,Positive,true, 29/11/2019 @ 13:27:54,
191201n2,true,,,,,,2,,191201,Negative,, 29/11/2019 @ 11:6:19,
191268n2,,,,,true,,2,true,191268,Positive,, 29/11/2019 @ 13:37:16,
191279n2,,,,,,truenot relevant,2,,191279,Positive,, 30/11/2019 @ 18:59:20,
191311n2,true,,,,,,2,,191311,Negative,, 27/11/2019 @ 22:56:55,
191347n2,,,,,true,,2,,191347,Positive,, 27/11/2019 @ 17:14:22,
191451n2,,,,,true,,2,,191451,Negative,, 29/11/2019 @ 13:17:22,
191500n2,,,,,true,,2,,191500,Positive,, 1/12/2019 @ 22:1:17,
191585n2,,,,,true,,2,,191585,Negative,, 30/11/2019 @ 19:21:20,
191599n2,,,,true,,,2,,191599,Negative,, 29/11/2019 @ 11:1:51,
191609n2,,true,,,,,2,,191609,Negative,, 27/11/2019 @ 20:15:19,true
191610n2,true,,,true,true,,2,,191610,Negative,, 29/11/2019 @ 13:0:55,
191686n2,,true,,true,,,2,,191686,Negative,, 30/11/2019 @ 19:29:2,
191703n2,,,,true,true,,2,,191703,Positive,, 29/11/2019 @ 11:43:55,
191713n2,,,,true,,,2,,191713,Negative,, 30/11/2019 @ 18:49:15,
191728n2,,,,,true,,2,,191728,Negative,, 30/11/2019 @ 18:56:14,
191777n2,,,,true,true,,2,,191777,Positive,, 29/11/2019 @ 13:7:3,
191805n2,true,,,,,,2,,191805,Negative,, 28/11/2019 @ 18:46:46,
191813n2,,,,true,,,2,,191813,Positive,, 30/11/2019 @ 19:12:35,
191891n2,true,true,,,,,2,,191891,Negative,, 30/11/2019 @ 19:27:37,
191909n2,,,,true,,,2,,191909,Positive,true, 28/11/2019 @ 13:42:21,
191919n2,,,,,,,2,,191919,Positive,, 30/11/2019 @ 19:2:24,true
191930n2,,,,true,,,2,,191930,Positive,, 27/11/2019 @ 18:36:5,
191978n2,,,,true,,,2,,191978,Negative,, 27/11/2019 @ 18:32:20,
192089n2,,,true,,true,,2,,192089,Negative,, 29/11/2019 @ 11:39:26,
192090n2,,,,,true,,2,,192090,Negative,true, 27/11/2019 @ 20:5:16,
192169n2,,,,true,,,2,,192169,Positive,true, 27/11/2019 @ 18:35:16,
192173n2,,,,,,,2,,192173,Positive,, 29/11/2019 @ 13:28:7,true
192183n2,,,,true,,,2,,192183,Negative,, 27/11/2019 @ 20:17:48,
192191n2,,,,true,,,2,,192191,Positive,, 28/11/2019 @ 18:32:12,
192205n2,,,,,,,2,,192205,Positive,, 27/11/2019 @ 14:42:14,true
192222n2,true,,,,,,2,,192222,Negative,, 29/11/2019 @ 13:22:56,
192224n2,,,,true,,,2,,192224,Negative,, 27/11/2019 @ 20:29:6,
192259n2,,,,,true,,2,true,192259,Positive,, 27/11/2019 @ 22:59:41,
192266n2,,,,true,,,2,,192266,Negative,, 27/11/2019 @ 20:10:0,
192346n2,,,,,,,2,,192346,Negative,, 29/11/2019 @ 13:39:37,true
192359n2,true,,,,,,2,,192359,Positive,, 29/11/2019 @ 13:38:29,
192374n2,,true,,,true,,2,,192374,Negative,true, 27/11/2019 @ 19:59:49,
192402n2,true,,,true,,,2,,192402,Negative,, 28/11/2019 @ 13:49:31,
192465n2,,,,,true,,2,,192465,Negative,, 1/12/2019 @ 20:55:1,
192513n2,,,,,true,,2,,192513,Positive,, 29/11/2019 @ 11:11:27,
192588n2,,,,,,,2,,192588,Positive,, 27/11/2019 @ 17:9:9,true
192614n2,,,,true,,,2,,192614,Negative,, 29/11/2019 @ 13:39:11,
192620n2,,,,true,,,2,,192620,Negative,, 27/11/2019 @ 22:41:23,
192644n2,true,,,,,,2,,192644,Negative,, 30/11/2019 @ 18:59:12,
192650n2,,,,true,,,2,,192650,Negative,, 1/12/2019 @ 22:7:8,
192684n2,true,,,,,,2,,192684,Negative,, 28/11/2019 @ 13:57:37,
192693n2,,,,,,,2,,192693,Negative,, 27/11/2019 @ 22:49:29,true
192702n2,,,,true,true,,2,,192702,Positive,, 29/11/2019 @ 13:5:54,
192810n2,true,,,,,,2,,192810,Negative,, 1/12/2019 @ 20:54:56,
192812n2,,,,true,,,2,,192812,Positive,, 1/12/2019 @ 21:54:11,
192920n2,,,,true,true,,2,,192920,Negative,, 29/11/2019 @ 13:29:2,
192979n2,,true,,,,,2,,192979,Positive,, 28/11/2019 @ 13:22:26,
192999n2,,,,true,,,2,,192999,Negative,, 1/12/2019 @ 22:12:27,
193011n2,,,,true,,,2,,193011,Negative,true, 29/11/2019 @ 13:15:3,
193060n2,,,,,true,,2,,193060,Positive,, 1/12/2019 @ 20:53:49,
193096n2,true,,,,,,2,,193096,Positive,, 29/11/2019 @ 13:20:36,
193104n2,,,,,true,,2,,193104,Negative,, 28/11/2019 @ 14:9:27,
193158n2,,,,true,,,2,,193158,Positive,, 27/11/2019 @ 19:59:2,
193215n2,,,,true,,,2,,193215,Negative,, 27/11/2019 @ 14:43:17,
193229n2,,,,true,,,2,,193229,Negative,, 28/11/2019 @ 18:54:37,
193241n2,,,,,,,2,,193241,Negative,, 29/11/2019 @ 13:31:59,true
193243n2,true,true,,,,,2,,193243,Positive,, 27/11/2019 @ 14:24:52,
193256n2,,,,true,,,2,,193256,Negative,, 28/11/2019 @ 14:10:28,
193262n2,,,,true,,,2,,193262,Negative,, 27/11/2019 @ 18:19:37,
193263n2,,,,true,,,2,,193263,Negative,, 28/11/2019 @ 14:5:21,
193275n2,true,true,,,,,2,,193275,Positive,, 30/11/2019 @ 19:16:15,
193293n2,,,,true,,,2,,193293,Negative,, 29/11/2019 @ 13:11:42,
193325n2,,,,,,,2,,193325,Positive,, 28/11/2019 @ 13:47:56,true
193432n2,true,,,,,,2,,193432,Negative,, 28/11/2019 @ 14:4:12,
193435n2,,,,true,,,2,,193435,Negative,, 28/11/2019 @ 14:6:6,
193457n2,,true,,,,,2,,193457,Negative,, 29/11/2019 @ 11:14:50,
193484n2,,true,,,true,,2,,193484,Positive,, 28/11/2019 @ 18:42:42,
193562n2,,,true,,,,2,,193562,Negative,, 28/11/2019 @ 13:58:9,
193604n2,,,,true,,,2,,193604,Negative,, 28/11/2019 @ 21:31:25,
193647n2,,,,true,,,2,,193647,Negative,, 28/11/2019 @ 18:29:53,
193649n2,,,,,,,2,,193649,Negative,, 29/11/2019 @ 13:40:27,true
193692n2,,,,,,,2,,193692,Positive,, 30/11/2019 @ 19:13:15,true
193762n2,true,,,,,,2,,193762,Negative,, 28/11/2019 @ 18:38:27,
193823n2,,,,true,,,2,,193823,Negative,, 1/12/2019 @ 20:57:0,
193849n1,,true,,,true,,1,,193849,Negative,, 29/11/2019 @ 16:32:3,
193849n2,,,,,true,,2,,193849,Negative,, 26/11/2019 @ 23:27:2,
193849n3,,,,,true,,3,,193849,Negative,, 29/11/2019 @ 13:7:11,
193849n4,,,,,true,,4,,193849,Negative,, 27/11/2019 @ 15:47:59,
193849n5,,true,true,true,true,,5,,193849,Negative,, 1/12/2019 @ 17:43:51,
193849n6,,,,true,,,6,,193849,Negative,, 27/11/2019 @ 13:54:46,
193851n2,,,,,true,,2,,193851,Positive,, 29/11/2019 @ 11:31:31,
193852n2,,true,,true,,,2,,193852,Positive,, 1/12/2019 @ 22:6:36,
193856n2,,,,,true,,2,,193856,Negative,, 29/11/2019 @ 13:1:58,
193863n1,true,true,,,true,,1,true,193863,Positive,, 29/11/2019 @ 17:0:9,
193863n2,,true,,true,true,,2,,193863,Positive,, 27/11/2019 @ 13:51:35,true
193863n3,,,,,true,,3,,193863,Positive,, 30/11/2019 @ 20:1:11,true
193863n4,,true,,,true,,4,true,193863,Positive,, 27/11/2019 @ 17:16:55,
193863n5,,true,,,true,,5,true,193863,Positive,, 1/12/2019 @ 18:22:56,true
193873n2,,,,true,,,2,,193873,Negative,, 27/11/2019 @ 19:25:24,
193881n2,,,,true,,,2,,193881,Negative,, 29/11/2019 @ 11:14:31,
193890n2,,,,,,,2,,193890,Positive,, 29/11/2019 @ 13:2:37,true
193918n2,,true,,,,,2,,193918,Positive,, 27/11/2019 @ 23:8:26,true
193922n2,,,,,,,2,,193922,Negative,, 27/11/2019 @ 20:9:2,true
193962n2,,,,true,,,2,,193962,Negative,, 29/11/2019 @ 11:41:46,
193964n2,,,,true,,,2,,193964,Positive,true, 28/11/2019 @ 14:0:45,
193982n2,,,,,,,2,,193982,Positive,, 29/11/2019 @ 10:59:10,true
194116n2,,,,true,,,2,,194116,Positive,, 28/11/2019 @ 18:55:6,
194129n2,,,,true,,,2,,194129,Positive,, 27/11/2019 @ 20:25:4,
194141n2,true,,,,,,2,,194141,Positive,, 1/12/2019 @ 20:54:31,
194168n2,,,,,true,,2,,194168,Positive,, 30/11/2019 @ 19:49:13,
194173n2,,,,,,,2,,194173,Positive,, 28/11/2019 @ 13:24:22,true
194175n2,true,,,,,,2,,194175,Negative,, 30/11/2019 @ 18:42:54,
194180n2,,,,true,,,2,,194180,Positive,true, 30/11/2019 @ 19:13:11,
194204n2,,,,,,,2,,194204,Positive,, 1/12/2019 @ 22:2:58,true
194231n2,,,,true,,,2,,194231,Negative,, 1/12/2019 @ 20:53:40,
194246n2,,true,,true,,,2,,194246,Positive,, 1/12/2019 @ 22:10:51,
194309n2,,,,,true,,2,,194309,Positive,, 27/11/2019 @ 18:18:22,
194310n2,,,,,true,,2,,194310,Negative,, 27/11/2019 @ 23:12:0,
194328n2,,,,true,,,2,,194328,Positive,, 30/11/2019 @ 19:2:46,
194352n2,true,,,,,,2,,194352,Negative,true, 27/11/2019 @ 14:37:31,
194358n2,true,,,,,,2,,194358,Positive,, 27/11/2019 @ 23:20:42,
194375n2,,,,,,,2,,194375,Positive,, 27/11/2019 @ 18:28:15,true
194376n2,,,,true,,,2,,194376,Negative,, 29/11/2019 @ 13:21:39,
194381n2,,,,,true,,2,,194381,Positive,, 29/11/2019 @ 13:44:7,
194403n2,,,,,,,2,,194403,Positive,, 1/12/2019 @ 20:54:0,true
194453n2,true,,,,,,2,,194453,Positive,, 27/11/2019 @ 20:18:27,
194466n2,,,,true,,,2,,194466,Negative,, 30/11/2019 @ 19:1:11,
194469n2,,,,true,,,2,,194469,Positive,, 29/11/2019 @ 13:43:48,
194498n2,,true,,true,,,2,,194498,Negative,, 1/12/2019 @ 22:3:21,
194682n2,true,,,,true,,2,,194682,Negative,, 27/11/2019 @ 20:13:54,
194713n2,true,,,,,,2,,194713,Negative,, 30/11/2019 @ 19:40:3,
194773n2,,,,true,,,2,,194773,Positive,, 27/11/2019 @ 17:21:56,
194819n2,,,,true,,,2,,194819,Positive,, 1/12/2019 @ 21:56:49,
194834n2,,true,,,,,2,,194834,Negative,, 28/11/2019 @ 13:25:58,
194857n2,,,,true,,,2,,194857,Negative,, 29/11/2019 @ 13:2:33,
194924n2,true,,,,true,,2,,194924,Negative,, 30/11/2019 @ 19:26:33,
194988n2,,,,,,,2,,194988,Negative,, 27/11/2019 @ 17:22:59,true
195000n2,,,,true,,,2,,195000,Negative,, 27/11/2019 @ 23:13:15,
195037n2,true,,,,true,,2,,195037,Negative,, 27/11/2019 @ 23:3:23,
195050n2,,,true,true,true,,2,,195050,Negative,, 27/11/2019 @ 14:36:35,
195065n2,true,,,,,,2,,195065,Negative,, 27/11/2019 @ 14:32:9,
195094n2,,,,,,,2,,195094,Negative,, 27/11/2019 @ 20:3:1,true
195158n2,true,,,,,,2,,195158,Positive,, 27/11/2019 @ 17:5:28,
195184n2,,,,,true,,2,,195184,Negative,, 30/11/2019 @ 18:54:40,
195263n2,,,,true,,,2,true,195263,Positive,, 30/11/2019 @ 19:34:10,
195269n2,,,,true,,,2,,195269,Negative,, 28/11/2019 @ 13:40:39,
195412n2,,,,true,,,2,,195412,Negative,, 29/11/2019 @ 13:4:33,
195440n2,true,,,,,,2,,195440,Negative,, 29/11/2019 @ 13:30:14,
195441n2,,,,,true,,2,,195441,Positive,, 27/11/2019 @ 23:5:31,
195455n2,,,,true,,,2,,195455,Negative,, 29/11/2019 @ 11:8:3,
195463n2,true,,,,,,2,,195463,Positive,, 27/11/2019 @ 17:13:53,
195475n2,,,,true,,,2,,195475,Positive,, 30/11/2019 @ 19:31:10,
195505n2,,,,,,,2,,195505,Negative,, 29/11/2019 @ 11:16:39,true
195522n2,,,,true,true,,2,,195522,Positive,, 27/11/2019 @ 14:26:3,
195539n2,,,,,,,2,,195539,Positive,, 27/11/2019 @ 17:5:40,true
195584n2,,,,,true,,2,,195584,Negative,, 29/11/2019 @ 13:29:56,
195585n2,,,,,,,2,,195585,Negative,, 29/11/2019 @ 11:4:14,true
195630n2,,,,,,,2,,195630,Positive,, 30/11/2019 @ 19:36:38,true
195674n2,,,,,true,,2,,195674,Positive,, 29/11/2019 @ 11:18:47,
195720n2,,true,,,,,2,,195720,Negative,, 27/11/2019 @ 19:18:47,
195721n2,,,,true,,,2,,195721,Positive,, 28/11/2019 @ 13:31:27,
195724n2,,,,,true,,2,true,195724,Positive,, 28/11/2019 @ 18:41:24,
195769n2,,,,true,,,2,,195769,Negative,, 29/11/2019 @ 11:39:17,
195817n2,,,,,true,,2,,195817,Positive,, 27/11/2019 @ 20:13:37,
195850n2,true,,,,true,,2,,195850,Positive,, 30/11/2019 @ 19:52:28,
195870n2,true,,,true,,,2,,195870,Negative,, 27/11/2019 @ 20:25:1,
195874n2,true,,,,,,2,,195874,Positive,, 1/12/2019 @ 22:9:18,
195896n2,,,,,,,2,,195896,Positive,, 30/11/2019 @ 18:49:7,true
195901n2,true,,,,,,2,,195901,Positive,, 30/11/2019 @ 19:0:33,true
196008n2,,,,,true,,2,,196008,Negative,, 27/11/2019 @ 17:4:3,
196011n2,true,,,true,,,2,,196011,Negative,, 29/11/2019 @ 13:35:39,
196014n2,,,,,,trueemojis,2,,196014,Positive,, 28/11/2019 @ 13:41:58,
196017n2,,,,,true,,2,,196017,Negative,, 29/11/2019 @ 13:29:22,
196033n2,,,,,,,2,,196033,Positive,, 28/11/2019 @ 13:26:20,true
196054n2,true,,,,,,2,,196054,Negative,, 30/11/2019 @ 18:53:21,
196056n2,true,,,,,,2,,196056,Negative,, 28/11/2019 @ 13:22:2,
196072n2,,,,true,,,2,,196072,Positive,, 27/11/2019 @ 14:43:28,
196133n2,,,,,,,2,,196133,Positive,, 30/11/2019 @ 19:11:40,true
196134n2,,,,true,,,2,,196134,Negative,, 27/11/2019 @ 19:26:32,
196160n2,true,,,,,,2,,196160,Negative,, 28/11/2019 @ 13:40:33,
196186n2,,,,true,,,2,,196186,Negative,, 1/12/2019 @ 21:52:59,
196192n2,,,,true,,,2,,196192,Positive,, 27/11/2019 @ 19:18:50,
196193n2,,,,,true,,2,,196193,Negative,, 30/11/2019 @ 19:49:45,
196200n2,,,,true,,,2,,196200,Positive,, 27/11/2019 @ 18:23:2,
196202n2,,,,true,,,2,,196202,Positive,, 28/11/2019 @ 13:24:27,
196250n2,,,,true,,,2,,196250,Positive,, 30/11/2019 @ 18:49:50,
196298n2,,,,true,,,2,,196298,Positive,, 27/11/2019 @ 17:7:31,
196313n2,true,true,,,true,,2,,196313,Negative,, 27/11/2019 @ 20:8:15,
196370n2,,,,true,,,2,,196370,Negative,, 27/11/2019 @ 19:53:32,
196371n2,true,,,,,,2,,196371,Negative,, 1/12/2019 @ 21:56:2,
196385n2,,,,,true,,2,,196385,Negative,, 30/11/2019 @ 19:17:36,
196397n2,true,,,,,,2,,196397,Negative,, 29/11/2019 @ 13:2:7,
196400n2,,,,true,,,2,,196400,Negative,, 29/11/2019 @ 10:58:14,
196409n2,,,,,true,,2,,196409,Negative,, 27/11/2019 @ 22:54:52,
196440n2,,,,,,,2,,196440,Negative,, 27/11/2019 @ 18:32:16,true
196459n2,,,,,,,2,,196459,Positive,, 29/11/2019 @ 11:5:10,true
196485n2,,true,,,true,,2,,196485,Negative,, 27/11/2019 @ 19:24:3,
196486n2,true,,,,,,2,,196486,Negative,, 27/11/2019 @ 20:4:31,
196500n2,,,,true,,,2,,196500,Negative,, 29/11/2019 @ 11:12:15,
196564n2,true,,,,,,2,,196564,Negative,, 28/11/2019 @ 13:28:6,
196598n2,,,,,,,2,,196598,Positive,, 28/11/2019 @ 18:51:12,true
196622n2,,,,,true,,2,,196622,Positive,, 28/11/2019 @ 14:7:31,
196674n2,,,,true,,,2,,196674,Negative,, 28/11/2019 @ 18:48:38,
196679n2,true,,,true,,,2,,196679,Negative,, 27/11/2019 @ 22:49:43,
196711n2,,,,true,,,2,,196711,Negative,, 28/11/2019 @ 13:48:25,
196718n2,,,,,true,,2,,196718,Positive,, 28/11/2019 @ 18:55:28,
196763n2,true,,,,,,2,,196763,Positive,, 1/12/2019 @ 22:5:52,true
196785n2,,,,true,,,2,,196785,Negative,true, 27/11/2019 @ 20:16:18,
196796n2,true,,,,true,,2,,196796,Negative,, 28/11/2019 @ 13:21:52,
196811n2,,,,true,,,2,,196811,Negative,, 27/11/2019 @ 14:26:34,
196862n2,,,,true,,,2,,196862,Positive,, 29/11/2019 @ 11:8:9,
196945n2,,,,true,,,2,,196945,Negative,, 29/11/2019 @ 10:53:53,
196957n2,true,,,,,,2,,196957,Negative,, 28/11/2019 @ 13:20:34,
196962n2,,,,,,trueThanks,2,,196962,Positive,, 29/11/2019 @ 13:1:1,
196982n2,,,,,,,2,,196982,Positive,, 28/11/2019 @ 13:32:24,true
196987n2,true,,true,,,,2,,196987,Negative,, 28/11/2019 @ 18:34:57,
197003n2,,,,,true,,2,,197003,Positive,, 27/11/2019 @ 19:20:39,
197061n2,,true,,,true,,2,,197061,Positive,, 28/11/2019 @ 18:30:28,
197179n2,,true,,,,,2,,197179,Negative,, 29/11/2019 @ 10:55:30,
197212n2,,,,true,,,2,,197212,Negative,, 30/11/2019 @ 19:40:27,
197218n2,,,,true,,,2,,197218,Positive,, 27/11/2019 @ 20:16:20,
197233n2,,true,,,true,,2,,197233,Positive,, 28/11/2019 @ 13:49:13,
197244n2,,,,true,,,2,,197244,Negative,true, 30/11/2019 @ 19:28:32,
197277n2,,,,,true,,2,,197277,Positive,, 27/11/2019 @ 14:25:16,
197282n2,true,,,,,,2,,197282,Negative,, 27/11/2019 @ 23:10:4,
197303n2,,,,,,,2,,197303,Positive,, 28/11/2019 @ 18:55:10,true
197350n2,true,,,,,,2,,197350,Negative,, 1/12/2019 @ 22:7:56,
197380n2,true,,,,,,2,,197380,Positive,, 28/11/2019 @ 13:22:9,
197420n2,true,,,true,,,2,,197420,Negative,, 28/11/2019 @ 14:5:4,
197442n2,true,,,true,,,2,,197442,Negative,, 30/11/2019 @ 19:48:8,
197453n2,,,,,true,,2,,197453,Positive,, 27/11/2019 @ 23:21:13,
197463n2,,true,,,,,2,,197463,Positive,, 29/11/2019 @ 13:32:18,
197470n2,,true,,,,,2,,197470,Positive,, 30/11/2019 @ 19:12:4,
197535n2,,,,,true,,2,,197535,Positive,, 27/11/2019 @ 19:22:59,true
197616n2,,,,,true,,2,,197616,Positive,, 1/12/2019 @ 22:16:35,
197639n2,true,,,,,,2,,197639,Negative,, 28/11/2019 @ 13:30:3,
197660n2,,,,,true,,2,,197660,Positive,, 27/11/2019 @ 22:53:6,
197668n2,,,,,true,,2,,197668,Positive,true, 28/11/2019 @ 13:26:34,
197718n2,,,,true,,,2,,197718,Positive,, 29/11/2019 @ 13:2:21,
197727n2,,,,,,,2,,197727,Positive,true, 27/11/2019 @ 23:14:11,true
197756n2,,,,true,,,2,,197756,Negative,, 27/11/2019 @ 20:25:23,
197777n2,,,,,,,2,,197777,Negative,, 27/11/2019 @ 17:3:1,true
197781n2,,,,true,true,,2,,197781,Positive,, 27/11/2019 @ 18:21:19,
197803n2,,,,,true,,2,,197803,Positive,, 30/11/2019 @ 19:40:5,
197837n2,,,,true,,,2,,197837,Positive,, 28/11/2019 @ 18:41:26,
197844n2,,,,true,,,2,,197844,Negative,, 29/11/2019 @ 13:13:2,
197906n2,,,,,true,,2,,197906,Positive,true, 28/11/2019 @ 14:0:49,
197926n2,,,,true,true,,2,,197926,Positive,, 29/11/2019 @ 11:22:18,
197932n2,,true,,,true,,2,,197932,Positive,, 1/12/2019 @ 22:0:10,
197937n2,,,,true,,,2,,197937,Positive,, 30/11/2019 @ 19:1:0,
197993n2,true,,true,,,,2,,197993,Negative,, 29/11/2019 @ 13:24:45,
198105n2,true,,,,,,2,,198105,Negative,, 1/12/2019 @ 22:8:1,
198139n2,,,,,,,2,,198139,Positive,, 27/11/2019 @ 17:3:10,true
198166n2,,true,,,,,2,,198166,Negative,, 27/11/2019 @ 19:58:43,true
198197n2,true,,,,,,2,,198197,Negative,, 28/11/2019 @ 21:26:56,
198285n2,,,,true,,,2,,198285,Negative,, 27/11/2019 @ 23:20:18,
198297n2,,,,true,,,2,,198297,Negative,, 28/11/2019 @ 21:27:15,
198312n2,,,,,,,2,,198312,Positive,, 27/11/2019 @ 18:27:18,true
198314n2,true,,,,,,2,,198314,Negative,, 27/11/2019 @ 14:41:20,
198321n2,,,,true,,,2,,198321,Negative,, 29/11/2019 @ 10:54:12,
198337n2,true,,,,,,2,,198337,Negative,, 30/11/2019 @ 19:1:20,
198351n2,,,,true,,,2,,198351,Negative,, 1/12/2019 @ 22:14:37,
198370n2,true,,,,,,2,,198370,Negative,, 28/11/2019 @ 13:21:44,
198375n2,,,,,,truetest comment,2,,198375,Positive,, 30/11/2019 @ 19:12:42,
198449n2,,,,,true,,2,,198449,Positive,, 27/11/2019 @ 18:30:25,
198512n2,,,true,,,,2,,198512,Negative,, 27/11/2019 @ 23:15:9,true
198556n2,true,,,true,,,2,,198556,Negative,, 28/11/2019 @ 13:36:6,
198580n2,,,,true,,,2,true,198580,Negative,true, 28/11/2019 @ 14:2:47,
198584n2,,,,true,,,2,,198584,Negative,, 30/11/2019 @ 18:49:47,
198612n2,,true,,,,,2,,198612,Positive,true, 27/11/2019 @ 18:29:8,
198644n2,,,,true,,,2,,198644,Negative,, 29/11/2019 @ 11:22:22,
198674n2,true,,,,,,2,,198674,Negative,, 30/11/2019 @ 18:59:9,
198682n2,,,,true,,,2,,198682,Positive,, 29/11/2019 @ 13:24:6,
198687n2,,,,true,,,2,,198687,Negative,, 27/11/2019 @ 20:15:38,
198717n2,,,,,true,,2,,198717,Positive,, 29/11/2019 @ 11:20:40,
198738n2,,,,,,truenot station related,2,,198738,Positive,, 28/11/2019 @ 14:4:50,
198744n2,,,,true,,,2,,198744,Positive,, 30/11/2019 @ 19:19:49,
198986n2,,,,true,true,,2,,198986,Positive,, 27/11/2019 @ 23:12:24,
199006n2,true,,,true,,,2,,199006,Negative,, 27/11/2019 @ 19:55:56,
199066n2,,,,true,,,2,,199066,Negative,, 30/11/2019 @ 19:32:24,
199089n2,,true,,,,,2,,199089,Positive,, 28/11/2019 @ 13:54:19,
199109n2,,,,,,,2,,199109,Positive,, 30/11/2019 @ 18:57:43,true
199137n2,,,,true,,,2,,199137,Negative,, 29/11/2019 @ 10:58:44,
199168n2,,,,,true,,2,,199168,Positive,, 27/11/2019 @ 14:43:10,true
199179n2,,,,,,,2,,199179,Positive,, 27/11/2019 @ 23:21:1,true
199199n2,,,,true,true,,2,,199199,Positive,, 29/11/2019 @ 13:7:30,
199216n2,,,,true,,,2,,199216,Negative,, 27/11/2019 @ 18:31:50,
199232n2,,,,true,,,2,,199232,Negative,, 27/11/2019 @ 19:52:17,true
199253n2,,,,true,,,2,,199253,Negative,, 27/11/2019 @ 22:40:32,
199265n2,,,,true,,,2,,199265,Positive,, 28/11/2019 @ 13:53:55,
199267n2,,,,true,,,2,true,199267,Negative,, 28/11/2019 @ 18:41:53,
199314n2,,,,,true,,2,,199314,Positive,, 1/12/2019 @ 22:0:53,
199339n2,,true,,,true,,2,,199339,Positive,, 27/11/2019 @ 22:46:22,
199401n2,true,,,true,,,2,,199401,Negative,, 27/11/2019 @ 17:17:47,true
199410n2,,,,true,,,2,,199410,Positive,true, 29/11/2019 @ 11:21:30,
199439n2,,,,,true,,2,,199439,Positive,, 27/11/2019 @ 17:20:49,true
199479n2,,,,true,,,2,,199479,Positive,, 27/11/2019 @ 23:13:3,
199494n2,,,,true,true,,2,,199494,Negative,, 27/11/2019 @ 22:48:25,
199517n2,,true,,,,,2,,199517,Positive,, 29/11/2019 @ 13:22:53,
199556n2,,,,true,true,,2,,199556,Negative,, 27/11/2019 @ 17:2:11,
199612n2,,,,,,,2,,199612,Positive,, 27/11/2019 @ 18:30:21,true
199627n2,,,,,,,2,,199627,Positive,, 29/11/2019 @ 11:28:13,true
199661n2,,,,,,,2,,199661,Negative,, 28/11/2019 @ 13:23:26,true
199690n2,,,,true,,,2,,199690,Positive,, 28/11/2019 @ 13:52:42,
199704n2,,,,true,,,2,,199704,Negative,, 29/11/2019 @ 13:44:48,
199706n2,,,,true,,,2,,199706,Negative,, 27/11/2019 @ 14:31:22,
199710n2,,,,true,,,2,,199710,Positive,, 28/11/2019 @ 14:5:7,
199801n2,,,,true,,,2,,199801,Negative,, 1/12/2019 @ 22:11:58,
199803n2,,,,true,,,2,,199803,Negative,, 27/11/2019 @ 23:20:25,
199806n2,,,,true,,,2,,199806,Negative,, 27/11/2019 @ 14:39:22,
199812n2,,,,true,,,2,,199812,Negative,, 1/12/2019 @ 22:15:45,
199840n2,,,,true,true,,2,,199840,Positive,true, 29/11/2019 @ 13:33:43,
199891n2,,,,true,true,,2,,199891,Negative,, 29/11/2019 @ 13:40:5,
199909n2,,,,true,,,2,,199909,Negative,, 1/12/2019 @ 21:56:44,
200019n2,,,,true,,,2,,200019,Negative,, 27/11/2019 @ 20:25:6,
200035n2,,,,,true,,2,,200035,Positive,, 29/11/2019 @ 11:1:8,
200079n2,,,,,true,,2,,200079,Positive,, 29/11/2019 @ 11:32:26,
200141n2,,,,,true,,2,,200141,Positive,, 28/11/2019 @ 18:35:3,
200145n2,,,true,,true,,2,,200145,Negative,, 29/11/2019 @ 11:26:34,
200151n2,,,,,true,,2,,200151,Positive,, 27/11/2019 @ 18:17:48,
200155n2,,,,true,,,2,,200155,Positive,, 27/11/2019 @ 14:26:25,
